1000 332643
197 632 73
457 717 94
947 734 2
520 66 63
798 363 86
916 246 80
948 495 100
219 234 93
626 510 17
559 964 58
437 169 19
590 425 80
842 949 30
824 159 51
327 217 35
903 21 39
598 447 33
378 163 49
867 40 96
254 256 25
226 407 52
149 691 27
306 496 80
648 115 48
523 81 86
729 472 65
849 453 28
79 469 68
886 305 47
601 16 24
16 639 17
34 227 65
3 63 82
269 541 10
479 637 16
496 4 2
675 327 95
953 723 44
980 236 52
255 1 54
691 76 57
577 661 56
732 133 51
35 23 22
843 724 55
590 702 11
149 221 4
945 873 30
400 903 44
875 671 83
525 366 40
83 686 22
202 176 49
33 346 65
601 963 51
254 108 73
420 486 88
209 377 5
421 354 54
759 535 32
934 124 67
184 859 44
684 51 100
532 817 49
296 412 74
317 573 32
532 909 62
126 566 27
397 921 98
231 578 80
569 976 28
987 427 22
81 187 39
195 647 70
443 789 98
457 860 8
105 286 57
193 804 5
102 538 87
295 592 55
174 499 64
718 915 36
981 739 22
893 906 39
782 255 6
581 47 22
963 939 51
763 910 23
983 874 25
695 593 41
839 737 93
470 238 11
753 415 30
803 252 4
914 870 51
215 671 53
223 538 45
7 787 32
983 50 63
102 251 74
105 383 27
452 540 72
383 607 75
715 509 86
914 742 3
577 364 6
95 630 23
717 164 27
929 973 69
734 559 63
632 622 37
427 37 90
21 950 88
297 817 78
930 4 69
847 600 47
874 623 55
366 830 39
748 356 16
314 894 27
715 424 23
528 459 83
915 374 68
962 797 85
556 846 37
292 127 77
78 413 73
431 553 94
589 661 74
437 410 98
572 721 52
845 585 39
68 484 71
700 336 83
466 885 94
156 298 64
423 666 65
942 433 30
547 963 99
354 162 23
621 687 58
312 657 62
957 547 100
994 308 75
385 725 74
766 391 63
333 355 66
237 164 35
850 508 16
39 725 39
808 938 83
207 359 12
170 764 92
829 763 17
654 645 96
340 842 86
281 973 15
577 727 3
700 715 24
864 45 3
277 594 99
253 238 26
270 621 68
406 490 13
993 932 86
553 248 93
262 477 91
512 542 62
519 539 1
615 131 76
340 1000 54
557 140 60
979 142 40
563 902 69
978 286 50
56 818 99
541 699 9
250 497 17
412 342 57
845 874 23
235 282 74
532 902 7
59 168 10
205 182 78
673 755 42
981 653 61
780 227 4
746 400 38
494 704 12
997 97 81
768 910 63
767 612 77
589 373 11
673 331 1
609 810 68
782 611 57
116 963 70
561 401 75
862 516 83
956 366 80
676 68 6
976 37 58
949 625 55
554 277 10
974 504 99
923 276 57
780 611 49
145 18 73
398 445 100
129 73 95
27 633 21
88 438 26
975 821 41
354 573 26
896 499 59
210 366 13
828 849 95
530 566 25
967 195 2
408 778 12
518 819 17
877 857 55
790 264 39
462 412 70
918 497 13
757 29 97
777 572 52
497 232 19
369 61 65
375 110 21
192 942 63
173 702 8
187 57 38
957 195 94
482 35 15
884 688 32
586 863 5
685 261 69
77 990 91
522 537 1
64 310 73
591 556 40
692 878 76
725 939 86
996 305 72
859 751 65
581 791 36
561 196 94
102 497 88
346 48 71
493 146 20
385 366 66
989 314 93
788 738 55
473 62 58
834 952 32
999 403 99
967 777 27
155 368 96
370 550 95
452 222 35
472 540 38
246 999 58
477 352 48
808 919 48
258 385 46
936 225 14
503 363 47
27 577 35
540 725 47
26 170 7
965 250 48
838 299 2
919 879 38
814 827 91
149 463 81
853 426 91
918 288 3
100 584 63
62 811 80
620 432 45
502 489 61
994 786 22
50 726 30
351 561 89
742 649 50
799 260 90
623 597 58
186 62 95
841 321 51
267 105 43
21 78 65
562 754 7
182 191 6
846 763 56
594 219 99
886 89 43
698 499 44
242 943 75
304 664 23
998 800 31
268 474 63
511 868 1
351 889 93
453 520 29
286 652 100
786 236 89
79 756 20
854 572 2
380 948 86
186 713 63
509 919 83
41 881 14
933 628 30
697 193 21
422 39 4
529 588 56
39 146 2
474 517 70
114 990 73
844 463 78
328 427 82
44 780 93
911 823 100
557 453 81
31 578 62
34 45 33
6 800 30
354 468 96
642 494 91
877 82 87
819 308 64
965 938 80
393 534 18
256 328 62
357 883 28
497 896 92
984 361 98
966 139 100
245 167 6
339 995 14
171 54 98
51 351 5
714 637 40
987 713 91
178 493 57
598 946 65
962 470 38
77 415 51
860 600 7
727 710 69
333 151 67
648 865 40
176 962 98
690 971 24
540 932 77
787 835 90
71 99 74
287 458 93
375 509 75
255 636 24
150 37 63
612 108 34
99 315 77
142 994 71
856 933 31
192 634 92
521 899 65
733 391 56
457 425 56
270 406 45
523 493 93
425 491 15
365 411 24
500 686 87
497 520 62
435 331 95
472 360 68
982 874 46
90 765 2
569 975 41
975 960 76
482 172 74
422 13 82
228 769 94
493 850 24
450 356 50
927 465 8
759 280 41
704 955 97
721 262 93
823 966 92
26 980 65
666 787 67
419 308 27
372 689 23
300 371 95
540 157 7
229 117 29
568 862 65
902 850 57
884 49 98
117 816 47
558 632 99
610 64 36
889 263 16
591 786 11
766 613 25
560 572 52
236 378 66
660 619 51
865 321 89
104 734 2
927 854 34
280 704 30
791 756 10
313 234 22
554 936 45
847 130 43
621 889 45
61 880 47
456 289 48
52 429 4
588 45 24
15 360 80
673 910 1
631 875 83
172 930 6
803 987 81
577 32 98
922 591 64
87 615 75
176 813 79
103 531 75
935 957 7
985 693 73
444 750 37
720 61 73
736 343 7
973 743 97
940 167 52
842 789 71
780 875 9
227 53 67
54 497 7
893 453 80
3 737 94
837 638 53
764 724 30
135 365 98
881 281 94
391 833 67
799 282 79
126 724 78
245 832 21
400 754 70
557 536 85
240 547 35
62 644 38
790 31 37
696 692 10
283 618 82
705 280 78
655 38 63
366 484 48
261 193 58
397 209 32
63 106 29
667 384 34
955 941 16
489 658 42
111 676 69
333 670 3
10 595 42
923 101 63
264 343 64
467 623 18
235 39 42
59 173 98
717 45 73
154 847 58
556 897 19
322 72 86
735 432 25
173 179 73
664 973 39
210 641 91
939 878 83
72 123 49
352 188 31
755 395 97
655 820 57
592 432 68
738 842 62
512 913 28
154 469 81
297 856 69
655 174 38
932 554 25
337 344 49
653 636 17
307 345 82
364 202 47
806 67 13
885 75 3
589 332 50
898 171 10
235 848 68
6 296 97
286 674 86
219 722 33
573 939 23
683 119 42
174 94 13
775 997 91
389 52 95
138 333 61
682 706 30
506 418 17
817 280 29
269 686 64
393 661 63
379 338 78
592 718 7
238 849 62
45 927 9
449 140 76
818 849 78
270 566 37
613 674 37
461 727 75
670 626 39
467 912 63
841 40 9
936 535 45
230 726 68
181 774 85
143 252 97
946 816 50
334 35 63
597 556 61
482 911 70
324 191 5
82 947 31
770 711 88
283 81 56
995 269 7
861 251 3
377 870 69
70 433 11
394 814 43
710 427 16
895 861 96
847 618 99
314 848 59
326 498 46
117 787 84
565 643 5
416 775 95
909 333 19
376 348 52
835 458 67
76 180 64
555 812 65
810 569 32
960 781 69
290 6 77
11 353 62
426 27 57
596 46 70
446 256 54
763 782 58
268 480 59
19 698 86
769 354 73
486 34 68
117 765 3
69 13 41
859 155 39
979 904 90
622 786 33
467 596 64
988 307 63
71 212 43
852 291 59
382 216 68
347 262 38
269 819 20
825 251 93
776 731 88
658 677 8
943 134 87
234 788 22
438 929 37
100 854 15
308 226 60
285 106 64
685 718 26
532 147 54
282 848 50
22 926 11
272 367 18
444 24 68
254 20 78
781 710 90
412 62 49
718 789 10
47 660 62
254 667 12
898 759 50
194 804 7
82 935 24
566 531 19
315 17 31
214 412 40
663 207 23
838 133 7
889 330 25
131 691 57
625 813 92
487 620 90
506 371 44
682 913 91
354 215 31
41 731 55
312 196 62
586 169 27
981 897 68
281 663 14
787 269 35
20 354 28
374 902 60
286 147 51
175 698 100
565 532 74
909 617 85
239 661 95
41 817 72
728 406 91
473 148 86
931 574 17
100 425 2
766 883 27
783 372 82
309 199 17
946 658 5
211 138 7
983 139 99
407 686 69
319 574 21
146 205 92
194 67 38
658 574 67
169 780 57
49 828 18
266 258 29
412 646 78
390 146 80
310 522 4
862 49 60
835 527 27
333 77 56
164 420 87
118 693 69
394 589 71
412 416 27
617 818 85
233 179 14
126 959 49
560 833 24
693 918 11
348 646 13
963 849 2
186 569 45
203 246 19
694 558 29
803 525 88
214 294 13
838 29 77
280 229 5
3 993 84
176 847 20
418 358 60
970 344 2
667 417 59
857 988 16
198 336 76
449 407 61
511 812 100
454 495 100
178 654 51
604 586 2
470 276 92
64 219 51
337 326 61
461 193 17
95 510 11
518 575 34
333 498 16
956 143 27
83 418 59
623 95 98
643 844 61
863 316 22
459 468 51
948 631 90
314 923 25
5 845 29
263 616 7
738 749 22
461 370 93
842 281 75
768 388 91
414 443 61
113 552 10
140 842 78
522 774 50
890 406 65
396 67 28
99 277 69
954 766 49
197 870 92
316 78 74
496 767 84
136 671 40
335 298 1
104 842 26
435 405 3
258 30 25
554 311 40
358 809 63
128 103 19
469 829 75
989 773 38
121 622 45
251 497 3
944 65 63
443 886 1
510 161 89
776 254 88
767 766 23
993 924 51
835 447 74
16 955 100
488 84 31
948 677 72
211 311 32
692 829 17
286 234 22
257 310 94
977 896 8
461 936 63
688 336 5
487 26 85
536 22 97
892 228 10
773 131 47
768 966 20
780 867 43
572 772 7
455 737 29
613 67 70
440 35 77
975 757 34
425 628 49
32 734 31
804 57 60
470 329 49
94 251 63
539 784 22
122 382 82
729 871 73
743 123 52
390 789 96
420 408 21
910 455 49
89 637 95
967 411 56
468 439 84
662 750 48
401 248 97
722 217 58
801 859 89
51 628 56
429 39 85
937 185 14
74 890 12
997 502 13
881 317 41
13 115 25
314 446 67
699 956 44
882 476 60
674 256 39
47 340 49
167 168 32
530 220 49
770 905 65
23 655 98
657 96 24
473 832 89
209 929 10
513 364 58
166 977 24
532 45 2
654 957 41
717 223 42
241 153 78
942 307 80
306 47 49
312 611 41
343 81 13
776 725 9
233 201 45
903 408 58
240 597 71
301 413 64
661 77 76
606 317 4
480 952 80
823 8 2
331 766 37
980 486 31
885 935 35
31 713 34
286 770 24
735 143 25
523 785 98
917 993 75
920 703 48
63 54 58
179 450 35
477 691 100
960 214 69
600 399 16
737 386 50
170 813 41
629 841 82
585 242 77
92 13 46
515 914 69
577 213 8
707 664 99
105 897 87
470 669 56
513 948 55
687 316 29
696 254 66
317 71 10
809 938 94
872 844 16
607 854 87
875 457 58
774 338 38
633 495 39
365 355 100
99 677 29
324 612 24
516 873 88
726 766 31
78 6 23
790 357 72
311 713 97
253 658 96
767 536 69
236 675 82
732 669 69
888 109 57
949 289 68
951 44 31
724 900 21
620 343 43
308 214 50
856 666 53
736 122 70
833 234 98
408 691 68
207 981 92
990 177 7
336 53 27
23 562 44
313 437 89
412 603 31
416 93 42
731 924 16
529 595 90
138 821 22
704 354 3
49 44 28
215 731 20
33 694 87
678 555 56
969 880 17
591 728 84
371 653 7
878 406 17
209 491 19
129 444 53
159 664 47
133 623 36
112 405 41
335 714 12
731 138 42
501 475 55
717 732 84
236 930 15
453 493 18
155 512 58
178 867 7
207 808 60
615 806 87
188 108 95
401 112 66
927 474 20
909 14 27
342 297 34
449 684 34
226 989 43
62 205 49
585 569 96
525 42 72
894 731 23
92 89 48
142 634 15
753 338 52
249 186 50
864 109 63
943 24 35
329 7 23
468 364 60
110 62 12
46 659 16
848 644 2
66 111 9
665 695 50
674 644 91
355 742 23
63 49 35
388 508 28
227 976 20
208 58 74
13 546 74
110 756 79
935 937 2
166 22 46
273 397 44
1 273 76
180 420 26
570 517 34
43 140 19
310 57 56
893 268 74
955 628 31
394 247 46
287 536 49
625 386 30
602 193 46
806 9 17
425 525 54
463 38 81
954 162 44
344 168 56
213 417 22
446 645 7
529 611 17
60 319 98
955 983 94
888 800 71
480 601 93
568 426 8
35 709 42
430 974 75
733 684 69
317 269 40
480 673 52
853 534 91
82 289 55
626 329 13
634 959 16
328 293 78
617 964 26
897 124 33
376 832 66
663 431 70
375 740 41
705 628 41
991 85 40
21 444 92
82 408 37
499 344 77
27 633 36
48 618 17
496 383 14
721 907 43
760 365 87
648 730 83
262 806 56
1 63 75
996 486 37
722 89 98
946 226 12
648 706 47
452 338 66
966 309 88
197 612 76
522 679 30
249 304 37
428 920 100
921 43 30
822 899 62
6 973 84
181 605 55
523 229 84
799 730 24
359 875 36
436 486 80
925 911 92
558 686 95
201 389 43
13 294 74
699 348 27
20 172 78
329 110 76
30 409 25
728 802 90
300 299 89
323 520 82
850 693 7
676 799 92
461 1 25
849 329 37
933 500 58
604 267 20
869 292 23
268 696 87
560 137 81
38 798 30
769 10 26
291 221 99
525 380 71
543 650 49
338 150 43
583 351 65
518 402 48
276 627 5
331 745 98
656 80 1
368 693 40
66 898 99
6 216 44
919 60 25
5 308 67
522 120 46
36 783 80
183 799 3
654 375 22
4 687 79
995 673 62
673 124 52
879 555 64
846 197 93
163 387 78
925 130 75
164 310 93
522 441 44
674 189 77
271 266 61
817 695 72
842 744 45
838 388 37
133 85 70
438 460 77
513 136 48
185 263 21
818 225 38
809 831 65
359 146 33
63 340 18
414 258 35
854 71 37
40 903 59
403 183 5
518 45 54
817 537 55
370 809 47
776 534 24
154 256 56
740 200 12
577 314 30
677 436 76
184 798 71
11 607 64
457 754 75
808 832 27
772 568 71
35 849 60
368 905 40
875 945 28
857 670 72
435 642 4
358 347 76
501 184 51
896 146 97
835 669 81
241 227 61
615 162 40
891 918 47
89 225 2
601 608 84
392 489 43
430 717 12
506 218 65
669 236 62
827 911 14
634 989 47
493 137 42
240 675 70
348 894 72
669 822 44
235 824 71
708 808 58
219 830 82
699 930 4
393 846 18
273 594 54
224 28 56
259 684 96
192 26 18
250 317 57
181 523 77
30 374 13
923 758 54
469 877 94
809 339 28
778 59 17
927 338 57
965 894 3
953 523 95
734 228 36
762 907 48
166 358 14
546 348 51
403 918 84
289 352 70
724 203 16
841 643 86
222 200 70
285 953 25
728 17 87
476 706 33
837 827 51
183 179 10
456 715 55
523 380 74
477 284 68
127 642 78
210 218 6
191 115 98
741 852 55
485 757 33
965 827 78
515 560 67
706 767 70
870 312 25
76 394 88
775 295 80
990 401 74
607 481 87
248 548 27
994 429 67
959 429 29
976 34 22
361 555 26
776 911 69
321 512 12
119 567 81
225 146 27
810 928 30
376 194 17
989 676 31
741 119 90
788 326 99
413 37 45
877 245 94
681 960 38
792 953 8
315 535 18
120 946 1
943 254 75
888 522 51
334 131 16
710 909 75
276 629 92
393 252 55
937 229 41
174 963 45
831 285 99
395 122 71
241 442 75
391 701 28
78 363 7
646 965 19
898 5 46
622 641 88
239 808 70
783 767 57
221 335 12
455 657 49
744 299 22
337 257 89
483 367 59
921 870 84
28 506 19
647 510 6
154 760 37
777 233 71
75 179 10
70 778 69
386 912 82
488 127 70
821 833 48
552 395 60
579 333 98
480 456 85
731 97 78
555 51 13
846 971 65
377 44 34
537 555 57
361 118 34
262 801 93
625 209 60
916 990 47
433 326 76
138 514 60
210 540 7
900 660 25
140 49 63
130 967 100
878 195 48
374 148 90
586 772 36
906 186 28
893 628 40
177 518 53
651 766 43
191 414 4
670 221 97
403 784 76
153 787 4
196 59 92
379 712 61
143 823 19
627 396 30
96 783 98
758 545 71
102 242 84
414 160 48
487 286 70
242 78 21
407 631 55
357 161 39
874 586 52
28 307 35
668 984 69
128 645 57
861 926 26
359 72 18
347 288 90
369 128 99
148 653 3
191 33 100
717 367 33
745 682 90
843 345 96
309 977 64
79 366 18
74 515 80
792 493 1
545 963 95
251 59 79
646 576 62
30 708 8
453 102 90
746 389 62
365 544 83
335 75 55
365 611 36
49 227 19
941 599 76
166 562 36
956 678 36
277 758 49
266 166 31
632 657 99
906 501 84
44 351 96
302 742 55
926 591 20
873 705 45
513 939 11
194 344 61
952 436 34
807 31 6
603 442 43
835 410 44
864 302 59
133 274 59
683 158 100
816 823 42
34 144 82
757 569 3
977 633 15
152 732 35
804 223 3
618 839 18
826 351 71
218 723 65
87 239 34
257 524 30
664 442 22
132 494 82
528 835 40
69 30 14
734 76 19
93 345 22
68 251 91
879 389 48
478 902 17
527 52 5
224 134 94
28 729 44
497 527 34
445 885 73
546 896 12
881 105 57
283 688 15
67 438 1
286 789 26
273 106 33
97 828 25
707 488 93
856 852 16
799 537 91
936 276 45
907 315 62
402 7 87
886 94 92
602 112 28
789 593 78
905 655 31
477 822 31
815 505 61
504 687 98
866 277 40
743 357 44
391 988 53
794 247 49
867 675 76
936 341 79
16 385 50
455 668 52
360 690 80
900 622 80
961 128 72
308 163 59
972 678 51
802 499 95
945 836 69
733 475 38
170 188 63
781 774 3
276 305 83
5 985 34
550 980 30
714 472 83
259 249 20
788 539 100
371 377 94
189 512 80
111 909 54
707 398 32
763 206 90
717 878 60
427 838 9
628 750 67
942 923 22
272 252 12
291 290 23
101 922 34
632 422 61
521 194 81
837 76 63
235 202 15
611 542 22
445 388 76
266 835 45
116 174 95
685 688 100
541 81 50
249 28 78
461 444 22
846 973 56
469 929 96
585 548 35
267 286 43
113 356 10
339 754 1
33 453 5
278 526 80
917 705 95
499 936 63
5 921 89
280 295 5
273 952 58
14 505 68
575 868 90
532 97 77
121 283 13
923 578 29
944 163 60
809 176 79
296 350 47
829 336 33
849 898 11
582 226 95
563 965 61
323 917 8
427 196 85
369 3 97
870 852 10
471 158 91
400 179 69
184 375 94
967 149 52
46 847 96
715 990 61
297 379 34
676 592 57
909 883 43
843 474 27
53 809 46
787 619 42
668 315 44
480 185 93
720 574 27
365 329 96
52 241 1
151 983 54
900 834 34
935 423 57
620 8 87
600 627 18
748 308 82
6 345 2
616 907 89
985 601 58
653 775 31
669 28 83
123 96 68
798 430 48
526 237 81
85 942 27
467 24 38
480 533 78
233 765 74
953 232 39
74 509 63
536 670 85
923 653 25
620 924 2
605 783 51
310 670 51
766 551 44
696 122 79
220 716 83
747 944 46
222 889 80
14 277 23
250 627 97
991 107 32
545 949 83
548 51 30
902 428 67
455 877 43
504 274 65
6 283 77
328 399 39
799 756 53
514 781 44
845 343 30
791 398 73
40 413 2
265 191 59
142 553 80
294 961 47
215 462 78
500 613 13
199 570 1
878 662 78
818 421 39
508 798 54
708 845 2
462 482 63
711 803 3
203 565 99
634 939 83
863 703 96
394 283 100
951 3 22
293 841 20
108 267 13
51 35 57
158 312 3
547 133 40
607 505 19
338 717 97
610 990 6
813 822 29
734 367 8
425 167 79
659 626 42
390 666 73
356 461 34
661 606 35
684 215 55
707 808 48
683 390 61
864 281 20
318 857 31
519 382 55
199 230 48
317 42 67
825 820 95
849 310 65
869 47 95
41 591 10
115 351 86
123 611 68
10 177 24
643 661 86
656 672 12
952 288 19
280 764 21
864 861 75
151 405 67
746 975 36
346 756 54
189 872 14
653 68 43
622 568 98
488 673 7
290 214 80
43 800 44
70 208 92
38 625 83
176 341 66
628 857 17
219 266 16
879 68 10
375 76 69
754 782 57
620 26 19
383 634 9
846 119 1
182 98 18
878 276 6
838 252 13
640 508 77
775 984 26
312 515 40
199 333 26
80 731 74
2 52 65
859 871 96
63 212 93
40 860 18
720 344 2
364 22 88
947 216 89
860 170 15
903 976 26
902 236 15
242 520 26
670 141 5
887 211 39
640 94 27
337 853 9
966 293 89
365 647 45
223 192 48
878 829 3
432 946 36
36 191 31
57 864 7
515 526 46
49 344 92
151 484 5
431 330 74
44 140 35
32 40 50
148 917 70
949 650 34
699 680 78
997 184 94
84 996 83
248 992 54
464 254 60
241 60 13
294 463 46
52 6 34
934 882 22
762 774 68
450 39 45
32 822 17
919 743 83
937 632 53
113 489 90
407 528 39
234 389 35
338 427 66
730 158 8
669 640 20
595 926 23
407 391 42
984 649 72
708 532 66
600 548 70
58 738 10
552 990 50
673 484 13
811 970 70
789 837 61
327 738 4
254 386 78
602 117 9
560 161 4
344 522 21
486 665 9
76 533 47
766 329 8
724 876 55
7 563 49
783 349 92
836 937 45
107 876 54
129 147 23
484 307 3
7 444 29
312 220 41
129 514 22
475 566 33
697 234 54
520 675 76
625 413 59
322 779 29
152 583 18
515 328 72
287 516 80
328 571 57
372 536 29
276 340 32
519 470 46
752 179 46
499 193 97
212 842 52
495 280 28
41 184 89
923 578 6
84 420 11
878 781 19
538 183 86
91 383 87
583 731 34
90 449 77
514 53 39
13 94 78
934 259 15
99 454 86
525 217 74
5 451 16
813 712 61
992 63 38
921 515 4
695 815 86
107 137 10
606 11 41
704 856 32
752 182 100
320 328 41
687 242 61
793 124 71
156 271 71
944 507 10
774 196 83
351 547 11
279 903 62
637 602 7
460 864 68
714 22 1
370 550 89
625 485 72
638 321 54
804 990 73
28 778 47
665 329 26
215 979 86
651 343 39
355 538 59
574 704 63
461 907 50
852 947 59
181 274 19
757 466 34
530 941 66
625 736 2
64 125 20
951 236 99
24 63 60
873 913 53
170 168 9
859 12 8
840 251 21
485 541 49
349 403 42
584 421 90
649 651 69
667 847 76
923 90 13
520 909 88
169 726 15
667 738 58
627 961 49
526 777 58
490 672 23
342 15 67
293 118 8
360 218 56
403 366 89
982 518 89
32 672 52
408 719 46
104 566 79
272 630 51
717 613 37
277 278 7
321 318 98
541 754 41
135 65 69
280 712 45
836 956 66
176 769 64
42 33 72
769 648 23
974 51 73
2 666 34
69 271 59
328 784 63
252 782 47
465 49 98
845 944 37
264 217 92
945 446 4
950 601 82
367 312 82
870 276 4
605 534 45
989 366 14
939 839 1
463 978 28
858 870 28
167 927 60
280 253 24
568 252 27
995 780 92
547 294 79
928 752 90
608 56 65
682 727 18
939 389 69
704 678 73
833 929 33
845 438 28
882 502 17
124 398 22
101 178 22
581 766 11
274 541 98
709 231 2
763 159 81
220 954 7
164 86 37
632 244 95
129 544 19
434 3 38
312 582 96
909 415 68
828 499 14
115 399 97
700 295 12
544 561 22
859 868 13
944 662 85
18 213 61
200 916 61
530 684 4
279 944 30
113 799 52
18 480 79
971 267 15
737 571 75
253 115 92
569 545 8
551 708 68
911 882 85
586 466 39
588 353 1
163 636 100
777 936 33
211 156 82
580 705 7
487 998 87
92 137 53
736 209 49
1000 209 18
920 630 32
454 338 39
534 725 84
559 721 23
253 512 84
81 152 95
392 398 69
866 129 32
239 165 51
953 988 15
515 380 26
580 874 49
458 721 68
938 383 16
63 941 17
239 823 3
137 100 6
122 584 71
513 986 64
700 525 6
382 435 96
983 106 14
965 627 32
918 863 48
599 59 26
838 868 74
456 923 73
812 590 54
902 361 83
1000 497 14
963 440 78
2 733 66
223 520 51
267 551 82
898 867 94
274 443 43
533 913 30
146 244 38
29 967 99
116 401 54
855 120 51
712 258 18
438 657 93
455 715 74
771 897 3
831 243 99
985 843 45
467 666 10
62 143 61
537 304 24
929 990 20
926 567 82
202 84 55
808 812 11
158 531 94
599 836 61
366 170 80
312 679 82
372 621 91
226 60 59
389 565 64
454 430 58
814 686 3
160 691 92
269 530 46
379 493 44
90 179 15
202 824 7
72 553 100
890 103 63
558 726 17
122 494 76
903 795 41
339 925 78
255 767 70
511 665 6
227 911 69
635 570 47
482 167 79
667 14 53
798 703 77
465 280 29
467 434 29
66 107 46
743 914 11
231 388 19
386 831 13
162 28 12
355 126 40
658 533 29
37 447 8
233 367 98
551 932 82
319 458 61
720 638 57
160 935 59
499 592 70
299 594 99
689 474 22
306 165 37
89 636 30
926 301 94
39 495 50
289 772 7
884 679 16
125 992 67
754 819 87
749 555 98
868 815 62
657 39 24
790 716 68
234 485 36
525 665 6
96 812 30
393 546 93
165 364 60
816 25 18
983 508 79
196 211 15
731 308 1
802 635 13
226 329 92
102 211 53
102 730 22
945 308 25
665 51 30
419 286 52
629 717 63
7 853 29
943 776 57
442 867 99
695 741 51
805 46 36
97 123 42
621 645 95
27 584 18
353 435 49
329 417 14
692 80 42
416 347 58
786 622 38
542 111 61
426 101 8
412 572 97
272 208 87
169 247 67
177 563 10
291 102 38
474 893 54
20 578 31
1 747 26
110 118 93
696 76 97
754 945 17
426 776 17
797 778 41
592 784 77
391 68 22
955 568 48
602 89 81
924 726 91
987 780 8
139 610 15
141 253 91
720 155 66
552 76 40
764 598 23
286 44 18
482 305 95
940 330 6
295 186 30
834 613 46
107 230 33
76 956 59
578 455 18
405 16 3
346 714 76
151 399 24
54 384 88
559 990 78
1 755 57
395 257 26
836 731 75
831 119 44
784 350 32
343 159 26
175 335 60
289 882 9
446 484 50
774 593 73
949 42 52
902 327 49
838 359 7
59 706 14
439 340 33
263 112 27
150 567 24
142 860 88
551 180 56
68 621 86
643 926 95
859 912 82
504 534 3
144 935 98
73 77 7
722 100 49
937 255 84
505 699 19
344 712 22
327 990 94
715 662 17
246 552 45
433 141 54
856 366 45
466 279 78
634 324 9
62 781 47
582 80 82
736 350 26
984 935 39
879 676 88
801 399 74
244 166 70
778 907 17
57 203 46
395 13 98
529 620 33
834 539 44
506 991 55
584 632 29
899 308 68
827 528 95
873 941 40
992 735 80
700 751 38
957 290 10
417 325 44
834 835 16
812 191 12
508 907 95
444 137 29
934 169 99
262 160 51
124 479 3
781 97 16
629 692 80
711 51 7
724 759 12
918 748 38
265 184 57
49 865 88
483 429 60
249 420 47
660 329 6
429 137 16
827 633 60
898 951 79
575 450 85
575 479 4
913 809 10
314 934 49
537 723 40
427 714 28
254 391 8
655 363 35
960 699 11
645 650 62
614 380 57
831 852 68
536 699 92
846 804 83
667 154 26
116 23 24
966 923 81
906 82 41
660 296 12
562 786 97
641 175 70
414 51 34
991 925 17
813 912 96
277 626 19
110 579 73
545 623 86
286 305 91
540 243 17
788 975 22
230 965 79
580 974 23
426 733 41
44 832 44
9 887 61
192 48 15
373 657 97
244 235 96
298 143 41
921 740 47
935 551 44
920 314 95
711 177 37
663 589 59
304 978 64
908 162 96
1000 86 17
108 47 11
740 746 51
715 657 75
723 622 96
900 412 96
797 291 4
283 946 10
721 427 85
910 332 14
230 115 97
587 200 49
892 313 58
931 422 28
60 954 62
124 284 90
85 667 36
684 77 5
306 858 15
588 140 59
998 857 85
521 777 25
825 510 63
561 481 84
337 245 27
740 180 45
681 240 17
738 20 22
763 404 68
124 365 45
775 427 41
177 301 61
73 778 47
606 460 43
68 960 97
756 648 34
389 733 83
63 659 61
287 756 13
131 118 48
261 211 16
893 718 31
743 983 37
556 69 13
624 96 80
468 22 51
721 424 42
425 268 6
654 839 23
380 48 14
489 461 76
226 6 45
828 274 66
552 765 15
304 439 91
871 680 55
64 67 17
219 422 92
617 554 8
373 234 29
959 770 36
964 286 90
913 555 51
682 656 40
609 329 17
984 435 96
242 834 7
43 292 89
437 539 1
391 739 95
778 79 59
578 409 88
879 467 73
438 680 35
246 298 33
349 541 12
451 415 80
917 175 10
798 891 40
176 178 52
820 325 46
58 634 74
813 161 99
660 362 64
758 430 20
131 272 70
342 439 52
601 774 83
636 263 95
914 655 29
845 241 83
799 155 18
287 606 43
57 734 6
176 132 25
50 777 34
332 753 98
301 936 93
578 820 62
227 328 64
472 737 98
7 833 40
515 711 75
155 536 49
939 181 76
166 710 83
766 472 80
986 996 42
607 331 21
81 988 70
735 855 25
29 316 9
867 913 28
74 265 80
904 956 4
181 357 74
88 482 50
452 183 52
944 514 91
92 734 74
176 52 42
749 306 88
544 713 4
522 616 73
158 261 86
167 543 74
275 668 80
174 451 71
294 797 83
801 407 23
823 522 64
688 712 56
730 398 73
700 559 39
949 657 84
634 735 45
94 767 82
544 165 15
482 428 29
847 775 24
80 904 29
93 594 67
97 622 33
531 108 36
592 336 94
62 486 68
311 240 43
841 898 42
240 898 94
320 541 23
466 245 92
123 620 64
904 29 50
33 116 16
37 45 58
924 543 84
353 714 17
108 743 60
267 703 96
497 281 79
76 64 58
817 579 45
719 791 15
782 873 60
638 828 32
570 307 64
693 200 4
237 954 98
962 292 14
145 25 22
680 396 55
336 569 32
116 649 27
21 883 13
200 262 28
343 96 24
445 396 42
156 856 79
38 937 88
500 125 61
912 9 86
851 917 13
758 707 23
99 27 67
560 8 29
41 369 97
770 98 62
912 532 53
812 130 8
994 945 69
438 879 4
808 624 81
824 776 54
72 561 52
124 608 22
17 718 40
993 399 1
677 1000 3
62 904 28
877 805 45
181 719 64
571 550 85
162 74 7
