100 3270
64 46 3
23 83 69
78 11 15
5 48 77
51 49 39
95 18 69
77 47 45
61 78 15
59 84 98
24 98 15
87 67 2
90 98 95
40 29 56
4 42 45
43 93 99
1 7 10
75 96 75
93 72 65
57 2 7
19 15 86
58 28 39
48 47 53
18 59 91
7 85 65
76 63 100
90 8 65
72 34 12
67 17 16
50 39 93
10 12 79
57 90 50
68 78 27
22 69 3
75 78 57
81 62 26
41 35 67
88 33 49
82 34 67
85 41 87
17 35 8
59 24 34
33 74 61
18 82 99
88 32 26
30 5 24
3 27 11
31 72 25
68 3 92
4 3 52
15 51 48
77 17 31
6 31 86
1 72 17
12 43 94
77 100 63
28 67 8
31 39 5
98 21 67
40 30 30
11 70 39
70 92 20
20 81 10
27 78 5
4 46 64
69 45 32
34 5 89
88 5 31
7 97 45
78 34 50
22 9 87
62 80 56
56 17 72
88 99 11
96 81 67
25 60 2
67 39 36
3 74 1
62 42 66
14 24 9
13 3 87
8 79 77
63 33 42
63 31 40
65 14 41
68 27 86
43 61 32
38 33 51
41 69 87
53 29 69
28 46 44
65 73 52
92 18 23
84 100 70
3 2 1
50 25 76
69 94 61
86 10 83
98 47 71
68 100 47
98 58 44
53 66 59
67 52 17
46 9 63
75 98 2
90 1 93
59 71 5
63 58 90
27 4 26
21 80 2
53 29 79
72 41 42
100 1 39
89 71 17
65 8 55
44 11 66
36 87 31
6 30 59
29 68 94
89 18 43
32 72 99
33 27 76
86 20 26
36 68 33
92 31 94
41 43 10
34 64 27
38 86 6
33 61 20
100 27 92
65 11 62
52 60 34
23 6 88
13 96 18
6 79 30
7 20 4
52 78 90
76 84 65
58 69 18
3 55 15
8 3 7
60 5 85
50 25 82
63 81 89
69 12 69
42 80 78
58 46 29
49 78 13
60 84 13
89 21 50
82 68 39
83 26 16
28 62 81
32 7 23
65 87 35
91 50 15
33 44 58
27 45 70
74 6 74
52 27 36
5 99 80
34 54 13
68 3 13
5 68 14
36 50 2
29 18 55
53 15 97
99 37 19
77 91 11
49 48 18
94 39 43
60 78 97
75 74 41
49 10 77
4 42 77
97 84 28
5 22 70
90 25 72
90 36 71
84 99 20
37 3 40
27 88 93
3 84 56
7 27 34
78 7 37
77 81 13
83 75 76
63 72 75
43 5 25
30 94 96
53 87 95
42 97 38
95 83 59
93 39 6
88 87 61
58 66 17
90 24 51
95 32 52
88 12 77
52 18 2
46 8 38
93 34 23
1 72 40
6 39 3
73 65 22
59 31 24
55 7 54
96 56 99
16 70 69
40 75 43
69 24 68
88 29 60
92 62 56
75 64 38
3 69 41
58 27 39
69 86 21
70 42 83
18 88 16
80 28 6
59 44 10
58 79 83
71 46 87
83 86 14
90 38 26
45 85 47
57 50 82
11 96 68
9 71 1
68 33 68
76 36 75
58 41 47
47 38 19
88 37 30
44 82 22
27 84 13
51 68 50
52 63 93
71 52 21
47 70 50
53 26 38
8 32 66
70 28 73
48 34 94
3 40 52
93 84 53
46 66 68
87 80 82
58 29 79
42 32 99
51 44 51
44 1 71
94 46 73
87 43 42
60 76 28
40 95 15
65 31 56
96 64 53
85 67 13
46 95 85
59 12 45
74 44 76
6 85 9
7 10 35
7 44 48
90 71 26
25 71 12
98 21 16
10 47 27
15 3 30
27 6 70
76 68 12
73 47 29
58 36 90
73 13 37
9 26 52
83 50 19
57 41 65
46 3 87
48 29 15
49 66 77
78 41 13
25 79 51
16 33 82
56 62 70
84 39 23
59 62 69
84 83 58
25 45 18
32 8 79
74 43 65
69 38 27
63 94 2
39 66 16
70 77 97
71 58 37
59 63 39
72 49 100
14 37 66
90 26 14
86 95 64
2 41 13
73 86 30
31 29 34
100 90 17
71 31 57
7 43 44
36 93 93
58 39 77
18 55 36
9 73 72
13 10 76
21 27 11
3 20 68
80 78 87
68 94 11
30 88 54
22 79 44
57 95 34
20 62 2
25 10 20
52 41 62
88 37 39
86 95 58
49 37 88
47 50 88
12 71 5
57 52 51
7 72 16
64 3 51
63 20 30
48 10 37
36 83 6
30 25 83
3 19 82
52 89 94
36 93 49
38 99 33
52 87 62
97 14 100
18 13 61
44 100 6
70 10 40
31 70 2
71 70 88
12 8 29
9 4 37
19 74 73
68 25 30
62 66 30
82 23 73
64 18 16
62 65 87
93 65 95
79 22 16
58 49 22
28 23 81
92 28 67
76 9 64
62 77 57
85 32 25
92 22 42
31 96 18
79 3 6
14 48 94
85 2 84
17 5 5
58 100 22
14 50 29
88 98 43
94 77 1
16 15 57
55 70 43
92 8 84
85 68 33
32 8 57
19 22 14
60 1 71
18 56 21
88 37 96
36 97 2
69 95 5
75 84 63
24 83 13
94 33 67
75 80 89
2 28 91
4 53 99
58 35 37
45 13 36
14 58 20
91 8 14
15 37 57
72 74 31
31 67 30
96 53 80
45 24 73
100 88 54
20 90 3
18 70 53
94 80 70
32 72 88
97 23 69
19 63 96
34 10 50
70 36 23
52 65 90
13 21 62
88 25 41
74 28 71
72 40 96
50 47 48
10 57 45
76 20 35
72 93 5
82 33 33
90 80 50
85 10 75
21 74 27
80 79 27
2 71 76
61 26 41
31 66 90
22 34 24
63 25 82
11 87 66
82 53 36
21 42 39
2 92 51
43 62 35
67 25 13
62 93 29
77 29 54
82 99 81
8 54 82
91 78 84
76 72 21
85 22 60
80 57 55
32 74 86
57 100 90
11 12 53
45 14 36
25 72 34
82 17 49
48 52 12
91 66 6
54 55 77
68 70 18
52 89 62
77 97 30
6 92 86
93 72 30
16 34 3
27 2 55
97 72 5
33 59 100
17 62 9
35 83 54
32 31 61
43 22 32
96 8 68
15 73 87
97 20 48
66 86 3
9 19 9
12 40 25
13 86 60
91 38 55
29 65 85
72 32 46
83 27 3
63 98 54
22 2 81
70 92 91
46 17 32
2 90 90
9 16 61
34 76 35
39 25 45
19 94 96
100 49 87
62 43 59
8 1 90
24 41 69
58 23 36
56 31 91
94 98 44
30 71 65
53 66 17
22 45 45
26 11 66
89 64 56
63 80 12
96 56 90
67 41 29
1 7 84
9 31 13
56 26 10
76 95 90
61 40 82
28 24 58
73 58 81
84 66 59
98 67 12
49 22 100
29 57 41
60 94 11
25 77 79
5 14 55
62 32 83
92 8 38
62 85 7
51 42 1
16 71 25
39 44 5
76 55 43
94 59 70
53 92 77
21 92 75
90 89 56
39 61 85
25 88 40
47 72 18
39 60 97
19 45 27
61 52 31
78 29 57
43 86 37
77 25 69
51 83 44
17 52 54
15 58 10
68 43 93
4 26 85
49 15 12
70 28 85
65 76 56
48 88 45
27 38 38
10 92 52
49 33 11
30 94 80
41 40 32
61 78 95
32 36 84
24 56 100
13 26 44
22 36 44
65 37 85
81 67 7
87 59 65
9 52 83
79 76 21
10 51 68
2 6 12
95 73 41
85 95 23
39 27 46
24 96 75
91 25 29
67 21 15
52 79 37
64 88 85
30 9 26
14 68 90
79 8 62
82 47 100
45 8 91
22 41 62
3 98 90
87 11 78
73 19 66
29 15 34
80 58 98
66 77 14
62 9 71
48 46 75
69 39 59
52 78 12
56 30 1
4 72 14
7 37 61
94 91 13
62 12 19
41 32 46
91 40 90
42 59 27
10 76 79
98 57 62
19 68 58
76 5 12
40 86 77
40 95 31
44 23 20
75 42 88
32 21 14
71 74 56
40 47 91
5 10 41
79 95 60
59 46 62
7 74 97
84 82 75
46 94 19
36 8 31
12 16 44
48 25 32
41 52 66
2 62 83
14 20 22
75 76 53
75 34 11
9 95 99
21 26 3
87 33 83
98 76 57
77 26 54
27 81 4
18 12 42
18 28 84
92 37 57
13 30 80
27 46 29
15 57 27
85 91 2
3 17 14
25 59 63
71 23 66
2 57 54
91 4 69
22 62 1
92 46 19
74 58 61
26 70 68
83 40 83
31 79 79
25 57 55
79 89 95
55 73 77
18 15 14
88 57 64
45 93 3
98 67 12
13 76 48
37 66 32
91 2 70
43 78 52
2 9 72
97 70 98
36 5 59
69 74 62
20 62 6
94 39 44
85 30 76
4 84 46
69 81 9
36 94 17
49 28 94
56 36 86
19 100 95
11 10 78
67 46 26
5 55 24
23 45 20
38 100 97
43 3 54
10 49 43
92 97 98
80 51 28
23 75 20
18 17 49
57 92 32
80 81 11
90 58 19
8 85 66
10 64 7
87 100 2
63 53 88
55 95 65
7 40 6
81 7 11
4 43 19
12 37 28
23 82 61
48 72 43
47 8 79
88 17 15
7 46 37
55 94 63
34 10 26
70 20 41
44 50 55
27 9 29
75 10 5
8 42 79
21 72 39
37 30 37
34 89 72
46 28 93
46 33 97
8 2 87
78 77 37
37 38 12
37 16 5
61 31 95
71 78 22
39 76 34
46 67 100
29 50 78
91 47 59
34 38 89
33 14 20
30 60 47
5 59 37
61 68 91
97 90 70
30 43 73
47 25 50
66 89 6
77 61 59
65 58 28
95 88 74
73 13 36
98 13 60
42 41 83
84 2 54
14 66 66
73 94 35
39 63 26
39 4 25
87 47 79
91 25 71
18 65 25
97 95 23
25 95 97
71 59 68
55 88 13
66 31 87
14 41 24
25 24 36
56 23 46
12 37 53
68 73 78
43 93 50
51 55 61
42 51 33
37 53 71
93 16 4
79 45 56
84 27 75
71 67 57
50 60 53
51 6 73
47 41 35
14 13 24
98 100 69
32 86 28
6 40 81
40 79 21
96 49 89
90 23 30
87 15 46
77 56 68
96 8 4
30 13 4
60 85 63
10 44 73
47 13 63
47 90 68
55 22 39
92 51 60
19 39 6
71 64 75
57 18 80
34 40 77
49 66 19
92 27 55
20 41 74
80 54 56
58 36 87
44 22 7
63 100 56
6 18 4
11 95 53
7 90 69
6 75 28
89 33 15
58 91 11
84 53 64
48 30 59
4 77 43
89 87 93
92 29 21
41 71 51
80 84 64
13 71 84
51 13 77
47 72 87
90 38 55
3 14 88
91 95 32
8 2 49
15 76 18
72 21 58
55 92 52
21 33 3
95 73 93
57 17 44
9 100 25
45 21 9
70 95 54
78 13 24
21 61 49
32 35 19
47 77 68
75 68 96
42 10 73
21 42 74
94 89 39
75 11 49
83 14 19
68 98 86
2 85 9
81 42 19
87 63 74
73 67 63
68 74 39
47 57 100
38 70 76
69 78 81
87 68 16
22 18 37
73 9 90
55 9 82
33 70 10
60 98 16
4 68 71
7 60 13
52 26 88
12 46 21
70 82 15
71 17 57
18 78 69
92 91 22
77 34 3
27 68 82
11 37 1
90 6 2
1 70 92
35 76 61
69 77 39
49 75 11
92 80 85
40 55 15
72 10 78
4 24 42
85 96 5
92 64 86
57 56 10
56 11 23
6 3 48
40 69 71
1 70 68
14 56 42
3 93 22
7 91 9
16 90 9
67 29 97
13 3 11
56 66 20
32 34 35
44 65 74
44 40 46
9 75 95
98 81 41
92 95 49
1 15 86
92 63 79
29 32 7
89 57 51
67 30 55
36 31 36
54 24 35
68 23 61
45 59 57
33 1 54
97 8 63
4 87 43
53 4 79
1 22 21
2 88 23
61 8 41
77 37 19
62 4 31
67 76 18
51 86 13
19 84 50
48 74 19
62 64 82
78 54 8
99 10 35
20 100 7
75 81 57
45 41 47
29 8 82
28 75 98
49 1 15
54 84 29
93 57 96
54 85 60
38 53 73
28 92 18
4 6 24
17 71 55
8 67 7
85 16 60
84 29 73
3 97 15
86 20 8
88 9 54
79 80 21
56 89 23
56 23 48
51 48 8
92 55 99
56 57 95
7 66 91
28 60 81
96 27 96
95 4 84
76 15 81
61 66 40
97 46 20
13 22 84
32 54 64
71 19 37
62 87 90
19 38 78
6 98 27
